domain,num_aaaa_fail,rate_all,num_aaaa_all,num_aaaa_success,rate_aaaa_fail
packages.deepin.com,2318,0.15%,2318,0,100.00%
router16.teamviewer.com,2315,0.15%,2573,258,89.97%
router12.teamviewer.com,2305,0.15%,2526,221,91.25%
router3.teamviewer.com,2298,0.15%,2444,146,94.03%
router15.teamviewer.com,2296,0.15%,2554,258,89.90%
play.googleapis.com,2258,0.15%,2357,99,95.80%
frp.zwlin.top,2249,0.15%,2249,0,100.00%
router10.teamviewer.com,2229,0.15%,2357,128,94.57%
router1.teamviewer.com,2198,0.14%,2376,178,92.51%
router13.teamviewer.com,2191,0.14%,2378,187,92.14%
router8.teamviewer.com,2179,0.14%,2380,201,91.55%
ww62.uatracker.net,2168,0.14%,2168,0,100.00%
router4.teamviewer.com,2160,0.14%,2263,103,95.45%
p3p.sogou.com,2147,0.14%,2147,0,100.00%
www.belkin.com,2130,0.14%,2130,0,100.00%
update.googleapis.com,2095,0.14%,2303,208,90.97%
update.pan.baidu.com,2090,0.14%,2090,0,100.00%
router11.teamviewer.com,2060,0.14%,2234,174,92.21%
ntp.sjtu.edu.cn,2015,0.13%,2015,0,100.00%
bt.okmp3.ru,2006,0.13%,2006,0,100.00%
content-autofill.googleapis.com,1962,0.13%,2065,103,95.01%
d27xxe7juh1us6.cloudfront.net,1957,0.13%,3875,1918,50.50%
www.bing.com,1946,0.13%,2288,342,85.05%
arc.msn.com,1946,0.13%,1946,0,100.00%
usa1v2.jsssline.top,1925,0.13%,1925,0,100.00%
tracker.fixr.pro,1905,0.13%,1905,0,100.00%
pcs-sdk-server.alibaba.com,1896,0.13%,3420,1524,55.44%
midinfo.baofeng.com,1764,0.12%,1764,0,100.00%
femetrics.grammarly.io,1763,0.12%,1763,0,100.00%
mirror.iscas.ac.cn,1751,0.12%,1751,0,100.00%
h-adashx.ut.taobao.com,1750,0.12%,1750,0,100.00%
clients2.google.com,1745,0.12%,1820,75,95.88%
global.quickconnect.cn,1729,0.11%,1729,0,100.00%
monorepo-production-edge-alb-985829473.us-east-1.elb.amazonaws.com,1723,0.11%,1723,0,100.00%
nexusrules.officeapps.live.com,1713,0.11%,3224,1511,53.13%
client.wns.windows.com,1614,0.11%,2932,1318,55.05%
t1.pow7.com,1613,0.11%,3124,1511,51.63%
data.bilibili.com,1598,0.11%,2908,1310,54.95%
t2.pow7.com,1580,0.10%,3070,1490,51.47%
atrack.pow7.com,1573,0.10%,3043,1470,51.69%
t.acg.rip,1570,0.10%,1570,0,100.00%
wup.browser.qq.com,1544,0.10%,1544,0,100.00%
88dsf5l.003.1.mclqp.link,1536,0.10%,1536,0,100.00%
ipv6.google.com,1530,0.10%,2102,572,72.79%
mtalk.google.com,1526,0.10%,4232,2706,36.06%
ldc.lenovo.com.cn,1501,0.10%,1501,0,100.00%
erickson514-my.sharepoint.com,1487,0.10%,1487,0,100.00%
secure.pow7.com,1485,0.10%,2871,1386,51.72%
nzk.woqu365.com,1476,0.10%,1476,0,100.00%
huggingface.co,1474,0.10%,3246,1772,45.41%
pdcweb.micloud.xiaomi.net,1461,0.10%,1461,0,100.00%
tracker.pow7.com,1440,0.09%,2769,1329,52.00%
cn2888.v2free.xyz,1417,0.09%,1417,0,100.00%
accounts.google.com,1405,0.09%,1502,97,93.54%
mmbiz.qpic.cn,1404,0.09%,1525,121,92.07%
prom-monitorproxy1.fastsdwan.com,1398,0.09%,1398,0,100.00%
info.pinyin.sogou.com,1390,0.09%,2597,1207,53.52%
fedora.riscv.rocks,1364,0.09%,1364,0,100.00%
switch.pcfg.cache.wpscdn.cn,1363,0.09%,2909,1546,46.85%
winatp-gw-cus3.microsoft.com,1355,0.09%,1355,0,100.00%
location.services.mozilla.com,1354,0.09%,1354,0,100.00%
array504.prod.do.dsp.mp.microsoft.com,1323,0.09%,1323,0,100.00%
hk4.v2u9.top,1305,0.09%,1305,0,100.00%
www.microsoft.com,1292,0.09%,1368,76,94.44%
visualstudio-devdiv-c2s.msedge.net,1262,0.08%,1262,0,100.00%
clients1.google.com,1248,0.08%,1257,9,99.28%
treatment.grammarly.com,1246,0.08%,1246,0,100.00%
v2.get.sogou.com,1240,0.08%,1240,0,100.00%
v20.events.data.microsoft.com,1232,0.08%,1331,99,92.56%
cn.bing.com,1229,0.08%,1434,205,85.70%
cloud.browser.360.cn,1221,0.08%,1221,0,100.00%
redirector.gvt1.com,1206,0.08%,1241,35,97.18%
d11.baidupcs.com,1203,0.08%,1203,0,100.00%
btrace.qq.com,1200,0.08%,2239,1039,53.60%
qingcenter.wps.cn,1195,0.08%,2360,1165,50.64%
ris.api.iris.microsoft.com,1195,0.08%,1195,0,100.00%
hk.tcpbbr.net,1153,0.08%,2154,1001,53.53%
gitee.com,1148,0.08%,1148,0,100.00%
dldir1.qq.com,1127,0.07%,1131,4,99.65%
mini.browser.360.cn,1113,0.07%,1113,0,100.00%
api.snapcraft.io,1108,0.07%,1108,0,100.00%
diskapi.baidu.com,1067,0.07%,1979,912,53.92%
assets.msn.cn,1052,0.07%,1052,0,100.00%
c.pcs.baidu.com,1044,0.07%,1931,887,54.07%
mon.zijieapi.com,1041,0.07%,1041,0,100.00%
shortconn.im.qcloud.com,1036,0.07%,1036,0,100.00%
push.thanos.ams.eulix.xyz,1003,0.07%,1003,0,100.00%
www.a.shifen.com,998,0.07%,1904,906,52.42%
checkappexec.microsoft.com,991,0.07%,991,0,100.00%
qing.wps.cn,989,0.07%,2178,1189,45.41%
www.google.com,985,0.06%,5185,4200,19.00%
server-m.pp.cn,980,0.06%,980,0,100.00%
tuna05.mcddns01.com,978,0.06%,978,0,100.00%
beacons.gcp.gvt2.com,974,0.06%,1020,46,95.49%
lp-push-server-253.lastpass.com,970,0.06%,970,0,100.00%
community-store-packages.deepin.com,957,0.06%,957,0,100.00%
d.docs.live.net,956,0.06%,1646,690,58.08%
www.taobao.com,953,0.06%,1801,848,52.92%
cdn-cn.nekocloud.cn,953,0.06%,953,0,100.00%
api.appstore.deepin.org,952,0.06%,952,0,100.00%
vipapi.wps.cn,951,0.06%,951,0,100.00%
alive.github.com,949,0.06%,949,0,100.00%
frp.zwlin.store,946,0.06%,946,0,100.00%
nexus.officeapps.live.com,945,0.06%,945,0,100.00%
x1.c.lencr.org,943,0.06%,2003,1060,47.08%
tunnel.cfw.trustedsource.org,942,0.06%,942,0,100.00%
h4.trakx.nibba.trade,939,0.06%,939,0,100.00%
firefox.settings.services.mozilla.com,924,0.06%,924,0,100.00%
2.openwrt.pool.ntp.org,917,0.06%,960,43,95.52%
caldav.163.com,914,0.06%,914,0,100.00%
s.360.cn,912,0.06%,912,0,100.00%
imap.gmail.com,907,0.06%,1105,198,82.08%
tracker4.itzmx.com,907,0.06%,1676,769,54.12%
clients4.google.com,892,0.06%,1038,146,85.93%
hub5pnc.sandai.net,890,0.06%,890,0,100.00%
proxy.client.163.com,890,0.06%,890,0,100.00%
www3.l.google.com,871,0.06%,899,28,96.89%
www.msftconnecttest.com,861,0.06%,872,11,98.74%
telemetry-in.battle.net,858,0.06%,858,0,100.00%
ping.avast.com,855,0.06%,1838,983,46.52%
tracker2.itzmx.com,851,0.06%,851,0,100.00%
az764295.vo.msecnd.net,849,0.06%,849,0,100.00%
1hkclu.pronetworklink.net,842,0.06%,842,0,100.00%
mail.bjtu.edu.cn,818,0.05%,818,0,100.00%
dsp.lenovo.com.cn,814,0.05%,814,0,100.00%
www.bitseduce.com,808,0.05%,808,0,100.00%
www.biztorrents.com,806,0.05%,806,0,100.00%
array808.prod.do.dsp.mp.microsoft.com,806,0.05%,806,0,100.00%
1min.pcfg.cache.wpscdn.cn,805,0.05%,805,0,100.00%
play.google.com,804,0.05%,997,193,80.64%
update.wps.cn,802,0.05%,802,0,100.00%
e6858.e19.s.tl88.net,801,0.05%,801,0,100.00%
allall02.baidupcs.com,795,0.05%,1607,812,49.47%
tracker1.itzmx.com,786,0.05%,786,0,100.00%
mirrors.nwafu.edu.cn,786,0.05%,786,0,100.00%
www.googleapis.com,785,0.05%,821,36,95.62%
registry-1.docker.io,783,0.05%,783,0,100.00%
vscode-sync.trafficmanager.net,783,0.05%,783,0,100.00%
dev.ditu.live.com,782,0.05%,782,0,100.00%
update2.sangfor.net,781,0.05%,781,0,100.00%
roaming.wps.cn,776,0.05%,776,0,100.00%
translate.google.com,774,0.05%,776,2,99.74%
api2.firefoxchina.cn.wswebpic.com,773,0.05%,773,0,100.00%
cip.cc,768,0.05%,768,0,100.00%
agt.p.qianxin.com,763,0.05%,763,0,100.00%
hpd.baidu.com,761,0.05%,761,0,100.00%
tsfe.trafficshaping.dsp.mp.microsoft.com,754,0.05%,754,0,100.00%
time.windows.com,753,0.05%,753,0,100.00%
i5.c.eset.com,753,0.05%,753,0,100.00%
socm.dmp.360.cn,752,0.05%,752,0,100.00%
o.andfx.cn,751,0.05%,751,0,100.00%
dcldshlupt.alicdn.com,749,0.05%,749,0,100.00%
account.wps.cn,748,0.05%,748,0,100.00%
isrc.iscas.ac.cn,746,0.05%,746,0,100.00%
ztxdjj-my.sharepoint.com,746,0.05%,746,0,100.00%
bp.335.wdpdk.link,744,0.05%,744,0,100.00%
atm-settingsfe-prod-geo2.trafficmanager.net,735,0.05%,735,0,100.00%
odoooacnz-my.sharepoint.com,733,0.05%,733,0,100.00%
api.apple-cloudkit.com,730,0.05%,730,0,100.00%
h5.do889.com,728,0.05%,728,0,100.00%
searchrecommend.kugou.com,724,0.05%,724,0,100.00%
hk1-7.nigirocloud.com,724,0.05%,724,0,100.00%
zw-roaming.wps.cn,711,0.05%,711,0,100.00%
ntp4.aliyun.com,709,0.05%,709,0,100.00%
translate.google.cn,703,0.05%,1383,680,50.83%
api.tabnine.com,702,0.05%,702,0,100.00%
update3.sangfor.net,702,0.05%,702,0,100.00%
chpm.sangfor.com.cn,700,0.05%,700,0,100.00%
apac-china-courier-4.push-apple.com.akadns.net,697,0.05%,697,0,100.00%
pc-plugin-plg.wpscdn.cn,696,0.05%,1525,829,45.64%
auth.docker.io,694,0.05%,694,0,100.00%
dw-online.ksosoft.com,684,0.05%,684,0,100.00%
softcenter-all.os.nfschina.com,676,0.04%,676,0,100.00%
ts2.qq.com,674,0.04%,674,0,100.00%
dc.services.visualstudio.com,673,0.04%,673,0,100.00%
u.zyinfotech.com,673,0.04%,673,0,100.00%
rs1.qq.com,670,0.04%,670,0,100.00%
drive.wps.cn,667,0.04%,2042,1375,32.66%
apphub.aliyuncs.com,663,0.04%,663,0,100.00%
global.asimov.events.data.trafficmanager.net,662,0.04%,676,14,97.93%
bam.nr-data.net,661,0.04%,661,0,100.00%
go.microsoft.com,661,0.04%,1476,815,44.78%
ocsp.digicert.com,659,0.04%,1241,582,53.10%
sg02.ipv2.xyz,658,0.04%,658,0,100.00%
us-west-las-5.openssl3.com,658,0.04%,658,0,100.00%
discovery-v4-1.verysync.cn,655,0.04%,655,0,100.00%
opencdnmsdl1.jomodns.com,648,0.04%,648,0,100.00%
d2nxq2uap88usk.cloudfront.net,647,0.04%,974,327,66.43%
load-balancing-system.cmy-dns.com,645,0.04%,645,0,100.00%
dd.browser.360.cn,644,0.04%,644,0,100.00%
docer.wps.cn,644,0.04%,644,0,100.00%
www.apple.com,642,0.04%,648,6,99.07%
v1.go2yd.com,641,0.04%,641,0,100.00%
normandy.cdn.mozilla.net,638,0.04%,638,0,100.00%
update.todesk.com,636,0.04%,636,0,100.00%
discovery-v4-3.verysync.cn,635,0.04%,635,0,100.00%
www.tg5tj2cu.com,634,0.04%,634,0,100.00%
www.microvirt.com,632,0.04%,632,0,100.00%
shdf01-iopq.cgroads.com,631,0.04%,631,0,100.00%
smtp.iscas.ac.cn,625,0.04%,625,0,100.00%
push.services.mozilla.com,621,0.04%,621,0,100.00%
assets.msn.com,621,0.04%,621,0,100.00%
prod.ingestion-edge.prod.dataops.mozgcp.net,618,0.04%,618,0,100.00%
content-signature-2.cdn.mozilla.net,618,0.04%,1308,690,47.25%
tracker.ccp.ovh,607,0.04%,607,0,100.00%
ts1.qq.com,605,0.04%,605,0,100.00%
home.wps.cn,605,0.04%,605,0,100.00%
rs2.qq.com,604,0.04%,604,0,100.00%
e13678.ca2.s.tl88.net,601,0.04%,601,0,100.00%
cn-hangzhou.axt.aliyun.com,598,0.04%,598,0,100.00%
vasapi.wps.cn,597,0.04%,597,0,100.00%
d9caa6e02c990b0a.jijifun.com,595,0.04%,595,0,100.00%
mobile.pipe.aria.microsoft.com,594,0.04%,671,77,88.52%
honeycomb.wpscdn.cn,592,0.04%,1133,541,52.25%
deault-exp-tas-com.e-0014.e-msedge.net,592,0.04%,1126,534,52.58%
mainnet.infura.io,589,0.04%,1033,444,57.02%
vip.wps.cn,587,0.04%,587,0,100.00%
api.kylinos.cn,583,0.04%,583,0,100.00%
access.video.qq.com,581,0.04%,581,0,100.00%
cn-qingdao.axt.aliyun.com,578,0.04%,578,0,100.00%
console.cloud.google.com,576,0.04%,576,0,100.00%
rq.wh.cmcm.com,573,0.04%,573,0,100.00%
rinkeby.infura.io,571,0.04%,571,0,100.00%
ioshost.qtlcdn.com,569,0.04%,1133,564,50.22%
cdn-file.ludashi.com,568,0.04%,568,0,100.00%
adashx.ut.dingtalk.com,564,0.04%,564,0,100.00%
www.kanjiantu.com,562,0.04%,562,0,100.00%
signalings.verysync.cn,556,0.04%,556,0,100.00%
cn-beijing.axt.aliyun.com,555,0.04%,555,0,100.00%
docer-api.kdocs.cn,553,0.04%,553,0,100.00%
hp3.mail.netease.com,552,0.04%,552,0,100.00%
pay.wps.cn,550,0.04%,550,0,100.00%
notice.wps.cn,550,0.04%,550,0,100.00%
api.zotero.org,546,0.04%,546,0,100.00%
docer.kdocs.cn,545,0.04%,545,0,100.00%
le.wps.cn,544,0.04%,544,0,100.00%
cmrelay-basic-2.nodesub.com,540,0.04%,540,0,100.00%
lucky.wps.cn,528,0.03%,528,0,100.00%
avatar.qwps.cn,527,0.03%,527,0,100.00%
qr.wps.cn,525,0.03%,525,0,100.00%
download.visualstudio.microsoft.com,522,0.03%,522,0,100.00%
iplc-ji.mielink-dns2.com,521,0.03%,521,0,100.00%
zlxx.v.lxcvc.com,520,0.03%,1025,505,50.73%
123.sogou.com,520,0.03%,520,0,100.00%
auth.sangfor.com.cn,520,0.03%,520,0,100.00%
geo.wps.cn,520,0.03%,520,0,100.00%
repo.huaweicloud.com,519,0.03%,519,0,100.00%
ios.ac.cn,519,0.03%,519,0,100.00%
sms.wps.cn,518,0.03%,518,0,100.00%
discovery-v4-2.verysync.cn,518,0.03%,518,0,100.00%
puv.tt.browser.360.cn,517,0.03%,517,0,100.00%
db-safe.2345.cc,517,0.03%,517,0,100.00%
1-courier.push.apple.com,515,0.03%,515,0,100.00%
iaas.wps.cn,514,0.03%,514,0,100.00%
todolist.redirect.xzdesktop.cqttech.com,512,0.03%,512,0,100.00%
hsk-api.oray.com,511,0.03%,511,0,100.00%
dc1.ksn.kaspersky-labs.com,508,0.03%,508,0,100.00%
vamd.cnode.xyz,505,0.03%,505,0,100.00%
discovery-v4.verysync.cn,502,0.03%,502,0,100.00%
bugly.qq.com,501,0.03%,501,0,100.00%
1-courier.sandbox.push.apple.com,496,0.03%,496,0,100.00%
gateway.fe.apple-dns.net,489,0.03%,983,494,49.75%
catalog.gamepass.com,489,0.03%,1057,568,46.26%
zj-roaming.wps.cn,487,0.03%,487,0,100.00%
pub.idqqimg.com,486,0.03%,1205,719,40.33%
tr.cili001.com,482,0.03%,482,0,100.00%
msg.qy.net,480,0.03%,480,0,100.00%
helpdubaclient.ksmobile.com,480,0.03%,480,0,100.00%
zt.wps.cn,479,0.03%,479,0,100.00%
cdn.packages.deepin.com,477,0.03%,477,0,100.00%
download.windowsupdate.com,476,0.03%,507,31,93.89%
rub.myddns.cyou,476,0.03%,476,0,100.00%
go.ie.sogou.com,471,0.03%,471,0,100.00%
client.dropbox.com,471,0.03%,984,513,47.87%
search.apps.ubuntu.com,470,0.03%,470,0,100.00%
tracker.1337x.org,470,0.03%,9584,9114,4.90%
wdl1.cache.wps.cn,470,0.03%,774,304,60.72%
licensing.mp.microsoft.com,469,0.03%,469,0,100.00%
g.api.mega.co.nz,468,0.03%,1960,1492,23.88%
cn-hongkong.axt.aliyun.com,466,0.03%,466,0,100.00%
tracker.files.fm,465,0.03%,465,0,100.00%
pr.x.hub.sandai.net,465,0.03%,465,0,100.00%
drive.wpsdns.com,463,0.03%,968,505,47.83%
poll.exmail.qq.com,463,0.03%,463,0,100.00%
service.account.weibo.com,463,0.03%,463,0,100.00%
hotfix.lenovo.com.cn,457,0.03%,457,0,100.00%
p0.qhimg.com,456,0.03%,568,112,80.28%
res.wx.qq.com,454,0.03%,515,61,88.16%
c.go-mpulse.net,454,0.03%,990,536,45.86%
comet.jianguoyun.com,454,0.03%,454,0,100.00%
goldengate.grammarly.com,448,0.03%,448,0,100.00%
login.microsoftonline.com,448,0.03%,448,0,100.00%
jtypkz2w.sched.d2.tdnsdp1.cn,448,0.03%,448,0,100.00%
odobagg-my.sharepoint.com,446,0.03%,446,0,100.00%
www.sohu.com,446,0.03%,1011,565,44.11%
shcuac.aag436.ccddns.lol,444,0.03%,444,0,100.00%
zhidao.baidu.com,439,0.03%,826,387,53.15%
mail.google.com,438,0.03%,953,515,45.96%
passport.weibo.com,437,0.03%,437,0,100.00%
vm.gtimg.cn,424,0.03%,522,98,81.23%
yd-02.paofunlink.com,422,0.03%,422,0,100.00%
us-sandbox-courier-4.push-apple.com.akadns.net,419,0.03%,419,0,100.00%
hm.baidu.com,418,0.03%,996,578,41.97%
1.courier-push-apple.com.akadns.net,417,0.03%,417,0,100.00%
thetracker.org,417,0.03%,417,0,100.00%
high-frequency-gray.zhhainiao.com,415,0.03%,415,0,100.00%
api.apple-cloudkit.fe.apple-dns.net,414,0.03%,414,0,100.00%
honeycomb.wps.cn,413,0.03%,413,0,100.00%
mubu.com,413,0.03%,413,0,100.00%
9.rarbg.me,413,0.03%,413,0,100.00%
cstestarea.leagsoft.net,413,0.03%,413,0,100.00%
zephir.monocul.us,411,0.03%,411,0,100.00%
9.rarbg.to,411,0.03%,411,0,100.00%
ksn-file-geo.kaspersky-labs.com,410,0.03%,410,0,100.00%
dlied6.qq.com,409,0.03%,409,0,100.00%
update100.sangfor.com.cn,408,0.03%,779,371,52.37%
infoc2.duba.net,406,0.03%,406,0,100.00%
apple.com,406,0.03%,406,0,100.00%
safebrowsing.urlsec.qq.com,405,0.03%,405,0,100.00%
sadownload.mcafee.com,403,0.03%,403,0,100.00%
tracker.zerobytes.xyz,403,0.03%,403,0,100.00%
br.666.mapow.link,402,0.03%,402,0,100.00%
mail.163.com,400,0.03%,400,0,100.00%
sf.symcb.com,398,0.03%,694,296,57.35%
ib.sin1.geoadnxs.com,396,0.03%,396,0,100.00%
tm-sdk.platinumai.net,395,0.03%,395,0,100.00%
loki.ams.eulix.xyz,394,0.03%,394,0,100.00%
api.mathpix.com,393,0.03%,393,0,100.00%
pagead2.googlesyndication.com,391,0.03%,417,26,93.76%
crl.verisign.com,390,0.03%,705,315,55.32%
browser6.qhimg.com,387,0.03%,412,25,93.93%
cache.tv.qq.com,385,0.03%,472,87,81.57%
admin.kdsec.org,384,0.03%,384,0,100.00%
softcenter.os3.win.nfschina.com,383,0.03%,383,0,100.00%
usercount.dockernb.com,381,0.03%,381,0,100.00%
opentor.org,381,0.03%,719,338,52.99%
adashx.m.taobao.com,380,0.03%,380,0,100.00%
push.hicloud.com,379,0.02%,379,0,100.00%
7a37563370ded05f.jijifun.com,379,0.02%,379,0,100.00%
googlecode.l.googleusercontent.com,374,0.02%,725,351,51.59%
app.huabao.360.cn,373,0.02%,705,332,52.91%
msgsrv01.oray.net,373,0.02%,373,0,100.00%
accscdn.m.taobao.com,372,0.02%,372,0,100.00%
fs.microsoft.com,372,0.02%,372,0,100.00%
api.msn.com,371,0.02%,676,305,54.88%
free.publictracker.xyz,369,0.02%,369,0,100.00%
edu.uifr.ru,368,0.02%,368,0,100.00%
code.osssc.ac.cn,367,0.02%,367,0,100.00%
developer.unity.cn,366,0.02%,366,0,100.00%
init.push.apple.com,366,0.02%,723,357,50.62%
tracker.v6speed.org,366,0.02%,366,0,100.00%
interface.music.163.com,362,0.02%,363,1,99.72%
valakas.rollo.dnsabr.com,362,0.02%,362,0,100.00%
evalai.cn,361,0.02%,361,0,100.00%
tracker0.ufibox.com,360,0.02%,360,0,100.00%
bt.nfshost.com,359,0.02%,359,0,100.00%
hectorstatic.baidu.com,358,0.02%,473,115,75.69%
s.f.360.cn,358,0.02%,626,268,57.19%
fonts.googleapis.com,358,0.02%,370,12,96.76%
newtoncity.org,357,0.02%,357,0,100.00%
tracker.uw0.xyz,357,0.02%,357,0,100.00%
udp-tracker.shittyurl.org,357,0.02%,357,0,100.00%
1595096.sched.d0-dk.tdnsdp1.cn,356,0.02%,729,373,48.83%
skydrive.wns.windows.com,356,0.02%,657,301,54.19%
torrentclub.online,355,0.02%,355,0,100.00%
vibe.community,355,0.02%,355,0,100.00%
dss0.bdstatic.com,352,0.02%,360,8,97.78%
engplus.ru,352,0.02%,352,0,100.00%
torrentsmd.com,352,0.02%,352,0,100.00%
ryrc.ruijienetworks.com,351,0.02%,351,0,100.00%
sp1.sangfor.com.cn,351,0.02%,351,0,100.00%
mail.realliferpg.de,351,0.02%,351,0,100.00%
ts1.cn.mm.bing.net,348,0.02%,348,0,100.00%
update1.sangfor.net.cdn20.com,347,0.02%,347,0,100.00%
crl4.digicert.com,345,0.02%,621,276,55.56%
tracker.shkinev.me,345,0.02%,345,0,100.00%
mobile.events.data.trafficmanager.net,343,0.02%,379,36,90.50%
detectportal.firefox.com,341,0.02%,22983,22642,1.48%
www.jetbrains.com,341,0.02%,782,441,43.61%
googleads.g.doubleclick.net,340,0.02%,357,17,95.24%
substrate.office.com,340,0.02%,756,416,44.97%
ocsp2-lb.apple.com.akadns.net,337,0.02%,374,37,90.11%
roaming.officeapps.live.com,336,0.02%,336,0,100.00%
papi.funshion.com,336,0.02%,336,0,100.00%
e11290.dspg.akamaiedge.net,336,0.02%,688,352,48.84%
ic.wps.cn,336,0.02%,336,0,100.00%
